timestamp,content
2022-05-09T11:38:36.669-04:00,"@Swing Trades $IWM did in fact breakdown more than even $QQQ.
Our June puts are up close to 100% as $IWM comes into the weekly 200sma.
Going to take this off today and wait for another entry. Longer term target is 150.
Currently 176"
2022-05-09T11:45:13.242-04:00,"@Swing Trades 
I'm taking the quick win on $SHOP here too. Meant to swing this but $ES has hit the 4k psych level"
2022-05-09T11:59:44.992-04:00,@Swing Trades I have an $AAPL short swing we can do that's small account friendly. Will post it towards the close
2022-05-09T14:48:08.568-04:00,@Swing Trades cancel order for $TSLA. Bulls saving the close
2022-05-10T09:17:18.495-04:00,@Swing Trades no follow through to the downside. We're getting a nice face ripper into CPI Wednesday instead. Taking the loss if $ES pushes past 4062
2022-05-10T09:33:27.784-04:00,@Swing Trades $TSLA put closed for -45% loss
2022-05-10T09:48:40.548-04:00,@Swing Trades swinging $AFRM 15puts this week @ $1.20. ER is May 12th PM
2022-05-10T11:25:06.85-04:00,"@Swing Trades 
noticed that unprofitable companies like DKNG may pop after ER but if you give it an extra week or more the puts end up profitable. If it drops immediately after ER we get a bonus 
$RBLX ER today after close. 
Buying $RBLX June 17th 20put @ $3.20"
2022-05-10T13:40:48.109-04:00,"@Swing Trades first $ES technical target is 4100.
It's an oversold bounce. Downside still in play and we'll reload puts there unless we have a breadth thrust"
2022-05-10T14:03:29.954-04:00,"@Swing Trades set stops to breakeven on $AFRM or take the small gain (up 60% earlier).
If $ES continues to push as I think it will AFRM may push higher short term"
2022-05-11T12:43:23.207-04:00,"@Swing Trades I'm taking the loss on the $TSLA call flies. Even if bulls can manage a short covering rally we only have 2 days for $TSLA to move 100pts. 
I'll continue to use flies on the long side to minimize risk if the setup is there. 
Naked calls would've hurt far worse"
2022-05-12T11:06:42.712-04:00,"@Swing Trades 
$SPY call butterfly for reconnect with moving averages: 
May 20th 400/410/415call butterfly @ $2.3"
2022-05-13T10:35:42.975-04:00,@Swing Trades adding inexpensive $QQQ 305/310call vertical for May 20th @ $1.87
2022-05-13T16:56:33.369-04:00,"@Swing Trades 
Market recap:
Still in a downtrend but after $ES hit a 20% peak decline buyers stepped in. A similar thing happened to $QQQ in March kicking off a massive 2 week up rally. 
$ES is also still extended to the downside as indicated in this week's trade plan. First target 8ema has been me"
2022-05-16T16:02:39.39-04:00,"@Swing Trades 
End of day up recap. 
Consolidation day for $QQQ $ES. There's a gap at $QQQ 290 that may fill this week before we continue up so be weary of a ""scary"" move down before higher.
Lots of FED speakers tomorrow.
Ultimately still biased for higher over next few weeks."
2022-05-17T15:02:06.804-04:00,"@Swing Trades adding $GOOGL 2400Call @ $4.60
-I'm going to replace the $QQQ call vertical with this so we have more upside potential w/o capping our gains"
2022-05-17T15:29:18.2-04:00,"@Swing Trades selling the $QQQ call vertical @ $2.50.
As mentioned I still like the trade but I'm choosing GOOGL 2400call as a replacement.
Higher risk, higher reward"
2022-05-17T15:41:04.26-04:00,"@Swing Trades 
Last thing, the $SPY call fly is now +100%.
If you have more than one I'd definitely take some profits and keep a risk free runner here"
2022-05-17T17:58:32.17-04:00,"@Swing Trades @Day Trades 
End of day follow up:
We didn't get the 90% breadth thrust but we got enough for a continued multi week move higher. 
I'll post details in trade plan channel when time permits.
Main takeaway: $ES 4300 and possibly 4400 next."
2022-05-18T09:34:02.068-04:00,"@Swing Trades 
Taking profits on $UNG here. Getting exhaustion signals.
Sold @ $5 for +60%"
2022-05-18T10:41:51.869-04:00,@Swing Trades 2275 is the stop loss on $GOOGL
2022-05-20T15:25:47.134-04:00,"@Swing Trades 
We may be shorting the lows here so I'm doing a conservative put trade on $QQQ for next week.
If we get a bounce we have the option to cover the short strike and ride the naked 280put down.
BOT $QQQ 25MAY 280/270 put vertical @ $2.50"
2022-05-21T13:42:55.672-04:00,"@Swing Trades 
Taking a long futures position in $FTM coin.
Scaling in small here.
Stop loss: 0.38"
2022-05-21T13:47:57.772-04:00,"@Swing Trades 
I'll add if $FTM starts to consolidate sideways on the 15minute chart (bull flag). Here's $PEOPLE before and after consolidation for an example"
2022-05-23T04:10:28.254-04:00,"@Swing Trades 
$FTM crypto futures trade up 100%.
Taking off 3/4 here.
Trailing stop on remaining position"
2022-05-23T13:46:41.719-04:00,@Swing Trades if there's one thing to takeaway from all the noise in the current market it's $DXY beginning to move lower. Tailwind for stocks near term
2022-05-24T13:20:19.655-04:00,"@Swing Trades taking a bullish bet on $AMZN for next week
3 JUN 2100/2120call vertical @ $8.55"
2022-05-24T13:31:32.791-04:00,"@Swing Trades 
$TGT is up a quick 60%.
You can hold this as a proxy for all the other reatil ERs this week or take the win now"
2022-05-25T09:55:05.912-04:00,"@Swing Trades new hedge into June OPEX. Also the week of next FOMC
1st scale in here as we have no idea how market will react to fed minutes today.
$QQQ 17JUN 285/275put vertical @ $3. 45"
2022-05-25T10:36:31.117-04:00,"@Swing Trades if you want to play a possible NVDA ER implosion tonight I'd go with 
$AMD 19AUG 85/75put vertical @ $3.30.
This lines up with the technical picture as well"
2022-05-25T12:47:42.851-04:00,"@Swing Trades buying 
$AMD put lotto for this week.
 If $NVDA ER is a disaster these may work and they're cheap
$AMD May 27th 82put for $0.33"
2022-05-25T13:23:35.723-04:00,"@Swing Trades adding another lotto on the $GME squeeze for this week.
$GME 120/130call vertical @ $1.60
Risk $1.60 to possibly make $8"
2022-05-26T10:59:31.166-04:00,@Swing @Swing Trades good entry for the $GME 150call (dip back to 20sma) @ $3.70
2022-05-26T11:58:51.865-04:00,"@Swing Trades I'm adding one for this week and this week's expiration
$AMZN 3JUN 2220/2250call vertical @ $14.80
$AMZN 27MAY 2220/2250call vertical @ $13 (bought earlier in daytrades channel)"
2022-05-26T14:22:36.38-04:00,"@Swing Trades $ES 4100 is 5% off the May low. I'm going to scale into another put spread here.
Next scale in will be @ $ES 4300 if it trades. Only expecting this rally to be 5-10%
Bought $SPY June 17th 405/395 put vertical @ $3.70"
2022-05-27T10:42:38.565-04:00,@Swing Trades bought $SQ 90call for June 3rd. My favorite for bear market rallies
2022-05-27T14:37:36.594-04:00,"@Swing Trades 
$AMZN set to close above its 20sma for the first time since the march bear market rally. Last time we saw that was March 16th. An epic rally followed"
2022-05-27T14:45:03.761-04:00,@Swing Trades I'm going with *June 3rd $AMZN 2450calls @ $5.8 for the run into stock split.
2022-05-27T15:33:07.945-04:00,"@Swing Trades another great week in these difficult markets.
$BBY ER lotto didn't work and $GME could've been managed better.
$GME call vertical would've gone $1.6 to $10 if I didn't go for the grand slam.
Aside from that 
$TSLA $5 to $40, $AMZN, $GOOGL, $SPY all did exceptionally well. 
Several +10"
2022-05-31T09:34:27.089-04:00,@Swing Trades $AMZN up over 100%. Taking profits and looking to reload later this week
2022-05-31T11:47:28.274-04:00,"@Swing Trades I was able to buy an $AMZN 2400/2420 Call vertical for June 3rd @ $7.
I like this to counter theta if we keep chopping higher"
2022-05-31T13:55:33.529-04:00,"@Swing Trades $SQ is misbehaving. We're up big on 3 different AMZN trades so keep this as a lotto or take the loss and let the winners run. 
$TSLA 800c or $SHOP 400c for this week looks like the better trade to SQ"
2022-05-31T15:51:33.119-04:00,"@Swing Trades open positions for swings:
$AMZN call vertical x 2
$AMZN 2450c
$BABA 100c

$SPY and $QQQ put verticals

(I'm also unofficially swinging TSLA 800c and $SHOP 400c but do what's right for your account. This is a lot of risk for 1 week in this market)"
2022-05-31T16:23:09.459-04:00,"@Swing Trades quick market update. This rally likely runs out of steam this week. $AMZN could be an outlier doing its own thing.
The rally I called for was 5-10% of the May low. 10% = $ES 4200. We met that level in after hours trade but not during the cash session. I'm in the camp that's where we to"
2022-06-01T11:36:01.975-04:00,@Swing Trades Limit sell order for $AMZN 2450 @ $50 was filled. Fun trade $5.80 to $50
2022-06-02T07:42:32.62-04:00,"@Swing Trades 
We're already hedged for inevitable downside so I'm going to continue riding upside momentum w/ short dated calls.
I like this setup in $GOOGL targeting 2400 (currently 2277) for next week. Keep in mind bear rallies fall apart fast so be mindful of your risk. We're up big on this rall"
2022-06-02T12:38:44.564-04:00,@Swing Trades I've placed a limit sell order @ $18 for the last remaining $AMZN 2400/2420call vertical we bought for $7
2022-06-02T15:56:25.844-04:00,"@Swing Trades so much for $ES 4166 Resistance. 
Open swing positions for this week
AMZN 2550 calls
GOOGL 2400 calls 
TSLA 820 calls
GME lotto"
2022-06-03T15:57:25.43-04:00,"@Swing Trades ok I want to carry at least one long over the weekend. Going with a VERY SMALL position.
Next week $GOOGL 2400call @ $8.65
*25% stop"
2022-06-06T09:44:16.814-04:00,@Swing Trades $GOOGL calls up 200% now. We're targeting the 2450-2500 area so we can hold. These contacts should go to $50
2022-06-06T15:45:03.836-04:00,"@Swing Trades 
No shame taking a win here on $GOOGL. Won't feel like a win after these contracts went to $3,500 at one point but green is green.
I'm up quite a bit so I'll continue to hold"
2022-06-06T15:50:03.976-04:00,"@Swing Trades another option is to take the $GOOGL profits and buy a June 10th $SPY 415call @ $2.80.
This way you lock in some gains and have a runner if we continue higher this week"
2022-06-07T14:38:33.877-04:00,"@Swing Trades 
Position Summary and reasoning:
$ES trading in a range for 6 sessions now w/ very few clues as to which direction we will break. CPI data Friday could be what decides direction before FOMC.
1. We have $QQQ $SPY put spreads for mid June so not concerned if we implode- we're protected a"
2022-06-07T15:51:45.953-04:00,"@Swing Trades we have a cup and handle forming on $KWEB and some flow momentum. Buying the July 15th BABA 110call @ $5.25
Stop loss: 50%"
2022-06-08T14:23:40.154-04:00,"@Swing Trades 
I'm adding the July 15 $BABA 120call @ $8.70"
2022-06-08T14:55:11.348-04:00,"@Swing Trades 
Technicals for $BABA:
*Catalyst: China reopening
1. Bullish RSI divergence as it made a triple bottom on May 25th
2. Yesterday broke down trend-line going back to October 2020
3. Fibs target 123 
4. There is a supply zone @ 118-120 so we'll see how it handles this area"
2022-06-10T09:42:52.49-04:00,@Swing Trades $TNX almost making a new 52week high. I'll cancel if it somehow reverses but doubtful
2022-06-10T15:02:55.719-04:00,"@Swing Trades I'm still bullish on Chinese tech but timing is a bit tricky. Buying some time but don't think we'll need to wait this long.
$KWEB January 20th 35call @ $4.53
I'll buy $BABA back soon. 
Don't want to pile on too much ahead of an eventful week"
2022-06-10T16:17:23.345-04:00,@Swing Trades extremely eventful week ahead. New trade plan out Sunday if I see anything nuanced in the technicals. Also $TSLA just announced 3-1 stock split
2022-06-13T10:17:43.344-04:00,"@Swing Trades bought
$GOOGL 2130/2100 Put vertical @ $11 for this week"
2022-06-13T15:38:54.95-04:00,"@Swing Trades 
No short expiry calls to add for now. Lots of bearish divergances on big names like $GOOGL $AMD suggest more downside for now. Plus PPI report tomorrow.
I did add $SU 40calls for July @ $2.2 but leaving that as an unofficial trade. 
Current positions:
$QQQ put vertical for this week
$"
2022-06-14T09:21:05.153-04:00,@Swing Trades selling the $GOOGL put vertical @ open. Won't be much of a scalp but I want to reduce some risk into tomorrow. Good chance this market squeezes shorts soon with put to call ratio reaching an extreme
2022-06-14T11:16:23.569-04:00,@Swing Trades spreads on $GOOGL are so wide this scalp only made $2 after going in the money. No regrets cutting it loose
2022-06-14T13:25:36.336-04:00,"@Swing Trades 
$ES chart from yesterday. Lower trendline tagged and held exactly @ 372x today. Shorts unable to push lower for now"
2022-06-14T15:37:29.077-04:00,@Swing Trades TNX and DXY making new highs. I'm swinging $BABA 105calls @ $3.2 for this week. Keeping this very small. No clear market direction at the moment ahead of the FED.
2022-06-15T08:54:35.634-04:00,"@Swing Trades 
Taking $BABA profits at the open. We should have a dip before the 11am PST meeting. I'll reload then.
Also will be adding some put spreads for August per new trade plan"
2022-06-15T10:33:50.695-04:00,"@Swing Trades buying
$SPY AUG19 375/360put debit @ $5.40. may add a naked put for July if we rally higher. So far we've already gotten the 1-2% move"
2022-06-15T10:38:59.714-04:00,"@Swing Trades 
$BABA was pretty weak so I'm taking a long on $AMZN 105.5call for this week @ $2.
This will likely be cheaper later today so just adding this as a marker for now"
2022-06-15T15:22:05.093-04:00,"@Swing Trades we're up $100 per $AMZN contract. 
3 trade management options to suit your risk profile:
1. Take full profits (low risk)
2. Use your profits to buy 110call @ $1 (moderate/low risk)
3. Hold in full into expiration (high risk) 
*I do think we continue higher due to max pain for quad witc"
2022-06-15T16:25:43.704-04:00,"@Swing Trades no real changes to the trade plan. FED remains extremely hawkish and market will soon begin pricing in additional rate hikes. 
Our downside is hedged so we can keep playing longs if we get follow through. Shouldn't be anymore than 7-8% max upside for $ES from here IF we get follow thro"
2022-06-16T10:37:22.568-04:00,"@Swing Trades 
We now have 2 shorts and 1 long (aside from AMZN runner). I'm adding another long for balance as $TNX hasn't moved up. At some point we will get a bear market rally and I want to have something on for that.
Buying $QQQ July 15th 300call @ $2"
2022-06-16T15:55:24.766-04:00,"@Swing Trades 
$TSLA is coming into demand at the close. I like this long to 650. Hard to play quad witch but 650c or 670c for next week can work though very expensive"
2022-06-17T11:57:42.852-04:00,@Swing Trades take the easy overnight gains if you took $TSLA. 90% of the time I'll sell an overnight gap up @ open. Especially in this environment
2022-06-17T14:50:09.242-04:00,"@Swing Trades $SPX and $NDX closed yesterday with bullish divergence. Sellers exhausted short term. Base case is a small bull rally and then mega cap tech resumes its next leg down by mid July and August.
I'm buying $SPY 380Call for 24JUN @ $1.70 to get our feet wet and looking for a good single sto"
2022-06-17T15:51:00.745-04:00,"@Swing Trades $TSLA may have one more bounce back to the downtrend line before breaking lower. 
This is for a scalp trade to the upside targeting 720-730.

Buying $TSLA July 1st 680/720call debit @ $12.50 
Stop loss: 40%"
2022-06-21T11:00:42.654-04:00,"@Swing Trades $TSLA reaching our initial target area.
We'll have to get through that trend-line for higher but an 11% move seems like a good place to book some gains"
2022-06-21T15:55:28.349-04:00,"@Swing Trades taking profits on $SPY 380call for this week @ $2.30. 
Not loving this close and we're up quite a bit to start the week"
2022-06-22T15:33:59.307-04:00,"@Swing Trades 
$ES once again rejected @ 3800.
Sell GOOGL 2300call if you're still in and BABA. Cutting it too close to expiry."
2022-06-22T15:53:38.722-04:00,@Swing @Swing Trades I'm using some patience before adding more shorts here. $VIX still dropping. I'd like to add puts when they're cheaper and it's still possible $ES goes a bit higher first (about 5% higher)
2022-06-22T16:04:59.1-04:00,"@Swing Trades 
Next week we have $SHOP split. It has begun showing relative strength to the market so I'll look to add calls in the morning.
They're expensive so I'll look at debit and or credit spreads to reduce cost.
I'll send the alert"
2022-06-23T13:56:18.024-04:00,"@Swing Trades 
My thinking is since $AMZN and now $SHOP had a bull run into the split $GOOGL should be no different into July"
2022-06-23T15:21:26.558-04:00,"@Swing Trades adding another long for July 15th in energy 
$OXY 15JUL 56CALL @ $3.50"
2022-06-24T07:45:53.186-04:00,"@Swing Trades 
$SHOP slated to open very near our first price objective of 370-380.
Second and more aggressive price objective = 50sma @ 400. 
I'm going to go ahead and take the money. If you have several lots then leaving a runner makes sense.
*We also have $ES opening close to another resistance l"
2022-06-24T09:54:10.319-04:00,"@Swing Trades buying 
$META 8JUL 175call for next week @ $3.50
Price target: 178 (20sma)"
2022-06-24T09:55:41.518-04:00,"@Swing Trades large accounts I'm looking at 
$GOOGL 15JUL 2500C
price target is 2700 for this trade"
2022-06-24T10:03:46.389-04:00,"@Swing Trades for a $GOOGL debit spread buying
$GOOGL 15JUL 2400/2500 Call debit @ $25.50
(To reduce cost for smaller accounts narrow the spread. 2400/2420 for example)
-Initial target is 2500. 
-Aggressive target is 2700"
2022-06-24T10:16:55.719-04:00,"@Swing Trades adding 
$GOOGL 15JUL 2500call @ $22.80 for those who are unable to use spreads"
2022-06-26T12:08:42.155-04:00,"@everyone 
Friday's $GOOGL daytrade case study is now posted in #🔎-case-studies-and-technical-analysis 
Highly recommend spending some time with this because it's very repeatable and valuable for timing entries"
2022-06-27T09:08:59.568-04:00,"@Swing Trades 
Technical set-up for $GOOGL now posted in #🔎-case-studies-and-technical-analysis 
2365 is a huge level this week"
2022-06-27T10:02:27.564-04:00,"@Swing Trades buying
$TSLA 1JUL 750/800call debit @ $15.90"
2022-06-27T14:05:26.672-04:00,"@Swing Trades 
$ES and $QQQ are holding up ok but some individual names are pulling back more than we want to see. Also, $TNX is beginning to tick up a bit"
2022-06-29T02:25:39.497-04:00,"@Swing Trades 
$CRWD technicals now posted in #🔎-case-studies-and-technical-analysis"
2022-06-29T09:29:36.644-04:00,"@Swing Trades 
Not a bad idea to be a dollar bull and take on some $UUP calls here. 
Stop loss: below 27.50"
2022-06-29T10:36:11.461-04:00,"@Swing Trades buying
$spy 1JUL 385C @ $2.50
*play that $ES holds 3830 and moves to top of the wedge"
2022-06-29T12:29:32.611-04:00,"@Swing Trades 
I'm taking the loss on this SPY trade.
Below $ES 3800 we have much further to fall as the trendline will break and continue the bear flag"
2022-06-30T11:04:10.605-04:00,"@Swing Trades 
Selling 
$BX puts @ $9.
This has much further to fall but I want to book some gains. 
If you want to keep a runner I'd buy the September 75puts which is where I think this is heading next"
2022-06-30T14:07:06.069-04:00,"@Swing Trades 
If $ES doesn't close above 3820 today I won't hold next week's $GOOGL calls
Too big of a position to risk overnight"
2022-07-01T01:35:10.996-04:00,"@Swing Trades 
Identifying an important pivot for $ES now posted in #🔎-case-studies-and-technical-analysis as requested"
2022-07-05T08:31:39.522-04:00,"@Swing Trades 
$SNOW Swing short technicals posted in #🔎-case-studies-and-technical-analysis"
2022-07-06T08:52:23.181-04:00,"@Swing Trades 
$RBLX technicals posted in #🔎-case-studies-and-technical-analysis with price target"
2022-07-06T14:53:53.412-04:00,"@Swing Trades small $spy trade for Friday,
$SPY 8JUL 387/390Call debit @ $1"
2022-07-07T07:56:20.776-04:00,"@Swing Trades 
China stimulus news. Buying  $BABA 15JUL 125CALL &
$BABA 15JUL 120/135CALL Debit today
*Call debit is preferred here since IV might be elevated. We can cover the short strike 
(buy the 135CALL when IV goes down)"
2022-07-07T09:36:35.808-04:00,"@Swing Trades in @ $3.50 for $BABA 125CALL &
$5 for $BABA 120/135call debit"
2022-07-07T10:37:46.182-04:00,"@Swing Trades for $GOOGL 15JUL 2400CALL 
placing limit sell order @ $50"
2022-07-07T10:52:19.752-04:00,@Swing Trades I'm loaded with positions but does anyone want a $TSLA trade? I think it's heading to 750 next week so let me know
2022-07-07T12:43:10.634-04:00,"@Swing Trades 
Bullard will be speaking in about 20min and $GOOGL is approaching my primary target of 2365. 
Selling here @ $37.50"
2022-07-08T08:21:40.545-04:00,"@Swing Trades 
#🔎-case-studies-and-technical-analysis 
$BABA $KWEB trade thesis posted"
2022-07-08T11:10:34.082-04:00,"@Swing Trades 
Limit sell order placed for $SPY 387/390 Call debit.
These will finish +300%"
2022-07-11T10:50:52.124-04:00,"@Swing Trades 
$UUP Put LEAPS make a ton of sense here. This is an unsustainable move"
2022-07-11T11:00:43.713-04:00,@Swing Trades sell $TSLA swing long
2022-07-13T09:07:48.345-04:00,@Swing Trades obviously the $MNST short is playing out so removing that trade idea
2022-07-13T15:52:19.335-04:00,@Swing Trades if you're growing a small account take the win on $GME IMO. We'll have more trades coming
2022-07-14T09:14:01.654-04:00,"@Swing Trades 
Take profits at open or they may disappear like $AMD yesterday. Leave a runner if possible.
$IWM 15JUL 170P"
2022-07-14T15:01:58.378-04:00,"@Swing Trades 
Taking profits on $ETSY here. Quick in and outs. We'll continue these. 
Purchase a lower strike w/ profits if possible as a runner.
Make sure runner is a something you don't mind seeing go to zero."
2022-07-15T08:25:20.011-04:00,"@Swing Trades 
$SWIR checks all the boxes of a stock that's potentially in its own bull market.
8ema>20sma>50sma>200sma
& breakouts seem to be working"
2022-07-15T15:46:05.993-04:00,"@Swing Trades
My $SPY puts for next week are basically dead so no point selling them here. On the bright side they'll act as a hedge if we make new lows next week. Never know"
2022-07-18T13:55:28.626-04:00,"@Swing Trades 
For $GOOGL assuming another bounce of this trendline occurs and sends this higher into Friday"
2022-07-19T09:23:56.315-04:00,"@Swing Trades Same ER play for $TSLA
$TSLA 22JUL 800C @ 
*Currently trading back to the mean. IV usually gets much higher into the final hours before ER"
2022-07-19T09:37:24.379-04:00,@Swing Trades in @ $5.50 for $TSLA 800C
2022-07-19T11:46:08.158-04:00,"@Swing Trades buying
$UNH 19AUG 530/550call debit @ $8.20
-going near the money and targeting the ATH.
-strong stock in a strong sector
-whale positioning seems to favor this trade"
